1.00,0.00
0.93,0.07
1.00,0.00
0.81,0.19
0.76,0.24
1.00,0.00
0.68,0.32
0.93,0.07
0.35,0.65
0.80,0.20
0.84,0.16
0.93,0.07
0.11,0.89
0.88,0.12
0.91,0.09
1.00,0.00
0.97,0.03
0.70,0.30
0.97,0.03
1.00,0.00
0.90,0.10
0.88,0.12
0.92,0.08
0.86,0.14
0.81,0.19
0.98,0.02
0.84,0.16
0.93,0.07
1.00,0.00
0.99,0.01
0.96,0.04
0.93,0.07
0.94,0.06
0.32,0.68
0.87,0.13
0.99,0.01
0.81,0.19
0.88,0.12
1.00,0.00
0.83,0.17
1.00,0.00
0.45,0.55
1.00,0.00
0.99,0.01
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.97,0.03
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.51,0.49
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.70,0.30
0.77,0.23
0.96,0.04
0.97,0.03
0.40,0.60
0.98,0.02
0.82,0.18
0.99,0.01
0.84,0.16
1.00,0.00
0.98,0.02
1.00,0.00
0.19,0.81
0.74,0.26
0.38,0.62
0.46,0.54
0.98,0.02
0.69,0.31
0.34,0.66
0.76,0.24
0.36,0.64
0.46,0.54
0.70,0.30
0.55,0.45
0.38,0.62
0.20,0.80
0.78,0.22
0.91,0.09
0.67,0.33
0.66,0.34
0.89,0.11
0.68,0.32
0.49,0.51
0.56,0.44
0.93,0.07
0.30,0.70
0.38,0.62
0.49,0.51
0.72,0.28
0.74,0.26
0.82,0.18
0.35,0.65
0.82,0.18
0.31,0.69
0.89,0.11
0.85,0.15
0.92,0.08
0.99,0.01
0.62,0.38
0.96,0.04
0.85,0.15
0.82,0.18
0.81,0.19
0.71,0.29
0.67,0.33
0.70,0.30
0.89,0.11
0.86,0.14
0.70,0.30
0.97,0.03
0.99,0.01
1.00,0.00
0.98,0.02
0.80,0.20
0.99,0.01
0.97,0.03
1.00,0.00
0.95,0.05
1.00,0.00
0.96,0.04
0.98,0.02
0.94,0.06
0.96,0.04
0.84,0.16
0.85,0.15
0.97,0.03
1.00,0.00
0.97,0.03
1.00,0.00
1.00,0.00
0.99,0.01
1.00,0.00
0.99,0.01
0.97,0.03
1.00,0.00
0.86,0.14
0.69,0.31
0.88,0.12
0.90,0.10
0.69,0.31
0.99,0.01
0.80,0.20
0.72,0.28
0.87,0.13
0.98,0.02
0.90,0.10
0.79,0.21
0.87,0.13
0.95,0.05
0.92,0.08
0.94,0.06
0.98,0.02
0.97,0.03
0.85,0.15
0.99,0.01
0.85,0.15
1.00,0.00
0.82,0.18
0.76,0.24
0.71,0.29
0.95,0.05
1.00,0.00
0.99,0.01
0.77,0.23
0.90,0.10
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.84,0.16
0.96,0.04
0.57,0.43
1.00,0.00
0.60,0.40
0.97,0.03
0.94,0.06
0.58,0.42
0.94,0.06
0.99,0.01
0.89,0.11
1.00,0.00
0.91,0.09
0.77,0.23
0.74,0.26
0.93,0.07
0.88,0.12
0.98,0.02
0.83,0.17
0.94,0.06
0.81,0.19
0.86,0.14
0.98,0.02
0.99,0.01
0.84,0.16
1.00,0.00
0.47,0.53
1.00,0.00
0.59,0.41
1.00,0.00
1.00,0.00
1.00,0.00
0.56,0.44
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.94,0.06
1.00,0.00
0.92,0.08
1.00,0.00
0.79,0.21
0.82,0.18
0.99,0.01
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.86,0.14
0.86,0.14
1.00,0.00
1.00,0.00
0.91,0.09
1.00,0.00
0.82,0.18
0.56,0.44
0.85,0.15
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.98,0.02
0.81,0.19
1.00,0.00
1.00,0.00
0.57,0.43
0.55,0.45
0.67,0.33
1.00,0.00
1.00,0.00
0.60,0.40
0.62,0.38
0.42,0.58
0.99,0.01
1.00,0.00
0.98,0.02
0.82,0.18
0.89,0.11
0.73,0.27
0.98,0.02
0.81,0.19
1.00,0.00
1.00,0.00
0.98,0.02
1.00,0.00
0.90,0.10
0.96,0.04
0.97,0.03
0.98,0.02
1.00,0.00
0.96,0.04
0.09,0.91
0.99,0.01
0.13,0.87
0.71,0.29
0.93,0.07
0.68,0.32
0.87,0.13
0.98,0.02
0.99,0.01
0.82,0.18
0.27,0.73
0.77,0.23
0.88,0.12
0.89,0.11
0.93,0.07
0.91,0.09
0.65,0.35
0.39,0.61
0.88,0.12
0.96,0.04
1.00,0.00
0.97,0.03
1.00,0.00
0.98,0.02
0.89,0.11
1.00,0.00
0.96,0.04
1.00,0.00
0.99,0.01
0.99,0.01
0.94,0.06
0.97,0.03
0.91,0.09
0.44,0.56
1.00,0.00
0.80,0.20
0.62,0.38
0.90,0.10
0.98,0.02
0.91,0.09
0.47,0.53
0.71,0.29
0.93,0.07
0.96,0.04
0.91,0.09
0.80,0.20
0.96,0.04
1.00,0.00
0.01,0.99
0.04,0.96
0.91,0.09
0.88,0.12
0.95,0.05
0.98,0.02
0.71,0.29
0.82,0.18
0.71,0.29
0.65,0.35
0.83,0.17
0.71,0.29
0.61,0.39
0.83,0.17
1.00,0.00
0.82,0.18
0.86,0.14
0.91,0.09
0.86,0.14
0.34,0.66
0.92,0.08
0.70,0.30
0.83,0.17
0.20,0.80
0.89,0.11
0.75,0.25
1.00,0.00
0.95,0.05
0.96,0.04
0.08,0.92
1.00,0.00
1.00,0.00
0.62,0.38
0.71,0.29
0.94,0.06
0.95,0.05
0.66,0.34
0.92,0.08
0.85,0.15
0.83,0.17
1.00,0.00
1.00,0.00
0.97,0.03
0.98,0.02
0.95,0.05
0.31,0.69
0.96,0.04
0.79,0.21
0.93,0.07
0.84,0.16
1.00,0.00
0.82,0.18
0.73,0.27
0.93,0.07
0.76,0.24
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.68,0.32
1.00,0.00
0.96,0.04
1.00,0.00
1.00,0.00
1.00,0.00
0.93,0.07
0.87,0.13
0.92,0.08
0.95,0.05
0.92,0.08
0.97,0.03
0.92,0.08
1.00,0.00
0.87,0.13
1.00,0.00
1.00,0.00
1.00,0.00
0.07,0.93
0.45,0.55
0.35,0.65
0.57,0.43
0.77,0.23
0.67,0.33
0.30,0.70
0.83,0.17
0.39,0.61
0.37,0.63
0.58,0.42
0.70,0.30
0.06,0.94
0.30,0.70
0.83,0.17
0.62,0.38
0.74,0.26
0.76,0.24
0.79,0.21
0.55,0.45
0.65,0.35
0.59,0.41
0.91,0.09
0.39,0.61
0.41,0.59
0.30,0.70
0.70,0.30
0.39,0.61
0.94,0.06
0.39,0.61
0.88,0.12
0.30,0.70
0.88,0.12
0.90,0.10
0.89,0.11
0.88,0.12
0.95,0.05
0.89,0.11
0.72,0.28
0.59,0.41
0.64,0.36
0.70,0.30
0.90,0.10
0.32,0.68
0.90,0.10
0.77,0.23
0.86,0.14
0.97,0.03
1.00,0.00
1.00,0.00
0.95,0.05
0.74,0.26
0.99,0.01
0.81,0.19
0.99,0.01
0.78,0.22
1.00,0.00
0.93,0.07
0.99,0.01
0.94,0.06
0.99,0.01
0.97,0.03
0.92,0.08
0.82,0.18
1.00,0.00
0.89,0.11
1.00,0.00
1.00,0.00
0.99,0.01
1.00,0.00
0.93,0.07
1.00,0.00
0.99,0.01
0.92,0.08
0.97,0.03
0.99,0.01
0.97,0.03
0.43,0.57
0.93,0.07
0.71,0.29
0.60,0.40
0.95,0.05
0.92,0.08
0.98,0.02
0.78,0.22
0.78,0.22
0.83,0.17
0.89,0.11
0.75,0.25
0.66,0.34
0.79,0.21
0.82,0.18
0.92,0.08
0.97,0.03
0.86,0.14
0.85,0.15
0.52,0.48
1.00,0.00
0.82,0.18
0.77,0.23
0.99,0.01
0.73,0.27
1.00,0.00
0.95,0.05
0.59,0.41
0.77,0.23
0.77,0.23
0.95,0.05
0.99,0.01
0.85,0.15
0.62,0.38
0.99,0.01
0.91,0.09
1.00,0.00
0.89,0.11
0.89,0.11
0.69,0.31
0.98,0.02
1.00,0.00
1.00,0.00
0.71,0.29
1.00,0.00
0.91,0.09
0.73,0.27
0.81,0.19
0.69,0.31
0.85,0.15
0.98,0.02
1.00,0.00
0.71,0.29
0.76,0.24
0.99,0.01
0.79,0.21
0.82,0.18
0.84,0.16
0.92,0.08
0.99,0.01
0.98,0.02
0.78,0.22
1.00,0.00
0.60,0.40
0.62,0.38
0.81,0.19
1.00,0.00
0.83,0.17
0.80,0.20
0.76,0.24
0.83,0.17
0.94,0.06
0.97,0.03
0.97,0.03
1.00,0.00
0.76,0.24
1.00,0.00
0.58,0.42
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.88,0.12
0.69,0.31
0.65,0.35
0.60,0.40
0.71,0.29
1.00,0.00
1.00,0.00
1.00,0.00
0.66,0.34
0.96,0.04
0.57,0.43
0.83,0.17
0.57,0.43
0.98,0.02
0.79,0.21
0.47,0.53
1.00,0.00
1.00,0.00
0.74,0.26
0.39,0.61
0.66,0.34
0.37,0.63
0.38,0.62
0.17,0.83
0.56,0.44
0.39,0.61
0.61,0.39
0.54,0.46
0.36,0.64
0.27,0.73
0.37,0.63
0.39,0.61
0.38,0.62
0.38,0.62
0.34,0.66
0.37,0.63
0.36,0.64
0.42,0.58
0.38,0.62
0.39,0.61
0.38,0.62
0.36,0.64
0.39,0.61
0.36,0.64
0.39,0.61
0.79,0.21
0.39,0.61
0.41,0.59
0.34,0.66
0.26,0.74
0.62,0.38
0.69,0.31
0.64,0.36
1.00,0.00
0.76,0.24
0.42,0.58
0.73,0.27
0.73,0.27
1.00,0.00
0.83,0.17
1.00,0.00
0.99,0.01
0.61,0.39
0.68,0.32
0.80,0.20
0.62,0.38
0.82,0.18
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.99,0.01
1.00,0.00
1.00,0.00
0.05,0.95
0.79,0.21
0.89,0.11
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.99,0.01
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.75,0.25
1.00,0.00
1.00,0.00
0.99,0.01
0.53,0.47
0.99,0.01
1.00,0.00
1.00,0.00
0.79,0.21
0.84,0.16
1.00,0.00
0.87,0.13
1.00,0.00
1.00,0.00
1.00,0.00
0.99,0.01
0.68,0.32
0.93,0.07
0.98,0.02
1.00,0.00
0.96,0.04
0.96,0.04
1.00,0.00
0.93,0.07
0.85,0.15
1.00,0.00
0.96,0.04
1.00,0.00
0.99,0.01
0.11,0.89
0.81,0.19
0.05,0.95
0.99,0.01
0.88,0.12
0.98,0.02
0.69,0.31
0.98,0.02
0.59,0.41
0.84,0.16
0.14,0.86
0.69,0.31
0.92,0.08
0.95,0.05
0.82,0.18
0.98,0.02
0.92,0.08
0.39,0.61
0.83,0.17
0.83,0.17
0.39,0.61
0.32,0.68
0.10,0.90
0.48,0.52
0.38,0.62
0.33,0.67
0.19,0.81
0.41,0.59
0.24,0.76
0.40,0.60
0.37,0.63
0.31,0.69
0.83,0.17
1.00,0.00
0.99,0.01
0.91,0.09
0.01,0.99
0.96,0.04
0.92,0.08
0.82,0.18
0.70,0.30
0.76,0.24
0.98,0.02
0.94,0.06
0.69,0.31
0.88,0.12
0.95,0.05
0.93,0.07
0.28,0.72
0.13,0.87
1.00,0.00
0.98,0.02
0.72,0.28
0.92,0.08
0.84,0.16
0.85,0.15
0.86,0.14
1.00,0.00
0.82,0.18
0.94,0.06
0.98,0.02
0.62,0.38
0.88,0.12
1.00,0.00
0.74,0.26
1.00,0.00
0.87,0.13
1.00,0.00
0.77,0.23
0.90,0.10
0.99,0.01
0.97,0.03
0.87,0.13
0.94,0.06
0.80,0.20
0.90,0.10
0.76,0.24
0.98,0.02
0.95,0.05
0.96,0.04
0.89,0.11
0.91,0.09
0.87,0.13
0.92,0.08
0.98,0.02
0.79,0.21
1.00,0.00
0.82,0.18
0.98,0.02
0.86,0.14
0.88,0.12
1.00,0.00
1.00,0.00
0.80,0.20
0.92,0.08
1.00,0.00
0.39,0.61
1.00,0.00
1.00,0.00
1.00,0.00
1.00,0.00
0.90,0.10
0.93,0.07
0.98,0.02
1.00,0.00
0.83,0.17
1.00,0.00
0.71,0.29
0.76,0.24
0.83,0.17
1.00,0.00
0.92,0.08
1.00,0.00
0.88,0.12
0.89,0.11
0.79,0.21
0.97,0.03
0.98,0.02
0.94,0.06
0.96,0.04
0.81,0.19
0.83,0.17
